RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,PCT FAIRWAYS HIT,FAIRWAYS HIT,POSSIBLE FAIRWAYS,YEAR
39,39,John Senden,111,70.41,"1,040","1,477",2003
40,40,Luke Donald,88,70.05,863,"1,232",2003
41,41,Garrett Willis,97,69.96,927,"1,325",2003
42,42,Kenny Perry,98,69.87,932,"1,334",2003
43,43,Mike Heinen,89,69.78,845,"1,211",2003
44,44,Jeff Brehaut,110,69.51,"1,026","1,476",2003
45,45,Jeff Sluman,106,69.49,"1,009","1,452",2003
46,46,Cliff Kresge,102,69.46,969,"1,395",2003
47,47,Steven Alker,87,69.32,811,"1,170",2003
48,48,John Maginnes,87,69.29,828,"1,195",2003
49,49,Aaron Barber,94,69.27,897,"1,295",2003
50,50,John Huston,76,68.97,720,"1,044",2003
51,52,Arron Oberholser,80,68.94,759,"1,101",2003
52,55,Chad Campbell,105,68.92,980,"1,422",2003
53,53,Spike McRoy,103,68.87,971,"1,410",2003
54,54,Frank Lickliter II,94,68.85,862,"1,252",2003
55,56,Tommy Armour III,66,68.72,602,876,2003
56,57,Bob Estes,92,68.68,875,"1,274",2003
57,58,Gene Sauers,87,68.66,815,"1,187",2003
58,59,Kenneth Staton,59,68.47,543,793,2003
59,60,Bob Burns,88,68.45,805,"1,176",2003
60,61,Briny Baird,113,68.42,"1,040","1,520",2003
61,62,Joey Sindelar,93,68.25,864,"1,266",2003
62,51,Justin Leonard,80,68.23,715,"1,048",2003
63,63,Chris Anderson,96,68.13,902,"1,324",2003
64,64,David Gossett,92,68.11,863,"1,267",2003
T65,T65,Matt Kuchar,63,68.01,574,844,2003
T65,T65,Mark Wilson,82,68.01,757,"1,113",2003
T65,T65,Alex Cejka,98,68.01,863,"1,269",2003
68,68,Darron Stiles,93,67.94,833,"1,226",2003
69,69,Esteban Toledo,109,67.88,"1,004","1,479",2003
70,70,Dan Forsman,98,67.86,927,"1,366",2003
71,71,Mark Brooks,90,67.84,812,"1,197",2003
72,72,Jim Carter,95,67.78,869,"1,282",2003
73,78,Robert Allenby,87,67.77,759,"1,120",2003
74,73,Duffy Waldorf,90,67.7,811,"1,198",2003
75,74,J.P. Hayes,79,67.69,748,"1,105",2003
76,75,Tim Petrovic,108,67.67,971,"1,435",2003
77,76,Dicky Pride,73,67.66,678,"1,002",2003
78,77,Rod Pampling,87,67.63,775,"1,146",2003
79,79,Chris DiMarco,98,67.56,881,"1,304",2003
T80,T80,Brad Elder,51,67.54,462,684,2003
T80,T80,Cameron Yancey,58,67.54,518,767,2003
82,82,Matt Gogel,77,67.53,680,"1,007",2003
83,83,Akio Sadakata,83,67.5,754,"1,117",2003
84,84,Ben Curtis,69,67.33,639,949,2003
T85,88,Nick Price,65,67.32,587,872,2003
T85,T85,Tom Lehman,87,67.32,760,"1,129",2003
87,87,Dean Wilson,82,67.29,761,"1,131",2003
88,89,Brent Schwarzrock,60,67.25,536,797,2003
89,90,Brandt Jobe,77,67.19,721,"1,073",2003
90,91,Craig Barlow,95,67.18,870,"1,295",2003
91,92,Cameron Beckman,86,67.16,779,"1,160",2003
92,93,Harrison Frazar,88,67.15,795,"1,184",2003
93,94,Per-Ulrik Johansson,96,67.14,891,"1,327",2003
94,95,Joel Edwards,60,67.11,561,836,2003
95,96,Kenichi Kuboya,91,67.08,821,"1,224",2003
96,97,Shigeki Maruyama,87,66.97,797,"1,190",2003
97,98,David Frost,80,66.94,739,"1,104",2003
98,99,John Rollins,89,66.92,787,"1,176",2003
99,100,Robert Gamez,114,66.9,"1,051","1,571",2003
100,101,J.J. Henry,100,66.82,892,"1,335",2003
101,102,Michael Clark II,54,66.76,492,737,2003
102,103,Brian Bateman,70,66.49,611,919,2003
103,104,Jay Don Blake,77,66.34,684,"1,031",2003
104,113,Bob Tway,89,66.19,787,"1,189",2003
105,106,Kaname Yokoo,56,66.17,489,739,2003
106,109,David Sutherland,77,66.1,661,"1,000",2003
T107,110,Dudley Hart,66,66.08,600,908,2003
T107,107,J.L. Lewis,99,66.08,894,"1,353",2003
109,111,Stephen Ames,91,66.02,816,"1,236",2003
110,105,Chris Riley,96,65.98,830,"1,258",2003
111,114,Brian Gay,100,65.9,893,"1,355",2003
112,115,Len Mattiace,94,65.82,857,"1,302",2003
113,117,Scott Laycock,71,65.65,625,952,2003
114,118,Bernhard Langer,65,65.58,585,892,2003
115,119,Jay Haas,89,65.52,760,"1,160",2003
116,116,Darren Clarke,61,65.34,494,756,2003
117,112,Tim Herron,102,65.26,900,"1,379",2003
118,121,Steve Flesch,110,65.25,965,"1,479",2003
119,120,Chris Smith,92,65.16,838,"1,286",2003
120,123,Jesper Parnevik,102,64.71,902,"1,394",2003
121,122,Davis Love III,85,64.61,701,"1,085",2003
122,124,Jonathan Byrd,101,64.54,912,"1,413",2003
123,125,Pat Perez,95,64.48,824,"1,278",2003
124,126,Shaun Micheel,97,64.41,845,"1,312",2003
125,127,David Toms,90,64.22,727,"1,132",2003
126,128,Kevin Sutherland,97,64.03,835,"1,304",2003
127,129,Mark Calcavecchia,84,63.98,746,"1,166",2003
128,130,Brian Henninger,56,63.8,497,779,2003
129,131,Jonathan Kaye,91,63.66,783,"1,230",2003
130,132,Mathew Goggin,90,63.52,754,"1,187",2003
131,133,Mark O'Meara,69,63.48,584,920,2003
132,134,Ian Leggatt,71,63.45,604,952,2003
133,137,Vijay Singh,106,63.41,896,"1,413",2003
134,135,Mike Weir,80,63.37,661,"1,043",2003
135,136,Patrick Sheehan,101,63.25,864,"1,366",2003
136,138,Thomas Levet,85,63.21,732,"1,158",2003
137,139,Carl Pettersson,80,63.01,695,"1,103",2003
138,140,Rory Sabbatini,95,62.91,816,"1,297",2003
139,141,Paul Stankowski,67,62.89,588,935,2003
140,142,"Dave Stockton, Jr.",79,62.87,667,"1,061",2003
141,143,Steve Lowery,86,62.77,698,"1,112",2003
142,144,Tiger Woods,74,62.71,597,952,2003
143,145,Woody Austin,107,62.67,900,"1,436",2003
144,146,Rich Beem,80,62.65,676,"1,079",2003
145,147,Marco Dawson,86,62.47,724,"1,159",2003
T146,148,Paul Gow,62,62.4,531,851,2003
T146,151,Charles Howell III,120,62.4,"1,004","1,609",2003
148,149,Peter Lonard,96,62.34,783,"1,256",2003
149,150,Steve Allan,53,62.28,416,668,2003
150,152,Todd Fischer,97,62.23,822,"1,321",2003
T151,T156,Lee Janzen,83,61.85,689,"1,114",2003
T151,T156,Jason Buha,61,61.85,501,810,2003
T151,T156,John Morgan,81,61.85,681,"1,101",2003
154,153,K.J. Choi,112,61.75,896,"1,451",2003
155,160,Mike Sposa,72,61.64,585,949,2003
156,155,Stuart Appleby,90,61.6,733,"1,190",2003
157,161,Neal Lancaster,110,61.59,909,"1,476",2003
158,159,Retief Goosen,69,61.5,551,896,2003
T159,T162,Anthony Painter,87,61.49,720,"1,171",2003
T159,T162,Adam Scott,52,61.49,396,644,2003
161,154,Ernie Els,65,61.31,515,840,2003
162,164,Tom Pernice Jr.,105,61.24,869,"1,419",2003
163,165,Deane Pappas,75,61.16,622,"1,017",2003
164,166,Geoff Ogilvy,86,61.03,697,"1,142",2003
165,167,Ben Crane,94,60.59,778,"1,284",2003
166,168,Andrew Magee,91,60.54,744,"1,229",2003
167,169,Paul Azinger,73,60.37,614,"1,017",2003
168,170,Scott McCarron,86,60.3,682,"1,131",2003
169,171,Billy Andrade,100,60.25,829,"1,376",2003
170,172,Brent Geiberger,51,59.89,427,713,2003
171,173,Andy Miller,75,59.81,625,"1,045",2003
172,174,Brenden Pappas,105,59.69,847,"1,419",2003
173,175,Vance Veazey,66,59.5,548,921,2003
174,176,Greg Chalmers,98,59.49,787,"1,323",2003
175,177,Carlos Franco,99,59.32,802,"1,352",2003
176,178,Brad Faxon,97,59.27,777,"1,311",2003
177,179,Stewart Cink,104,59.18,825,"1,394",2003
178,180,Ty Tryon,52,58.1,398,685,2003
179,181,Jason Caron,74,58.04,574,989,2003
180,183,Fred Couples,71,57.54,538,935,2003
181,184,Sergio Garcia,62,57.36,460,802,2003
182,185,Todd Barranger,78,57.07,589,"1,032",2003
183,186,Brett Quigley,92,57.02,690,"1,210",2003
184,187,Jason Gore,83,56.6,652,"1,152",2003
185,188,Craig Perks,82,56.28,623,"1,107",2003
186,189,Aaron Baddeley,71,56.16,524,933,2003
187,190,Hank Kuehne,73,51.54,503,976,2003
188,191,John Daly,56,49.74,382,768,2003
189,192,Phil Mickelson,87,48.96,539,"1,101",2003
190,193,Steve Stricker,59,48.02,375,781,2003
1,1,Fred Funk,106,81.24,"1,204","1,482",2002
2,2,Scott Verplank,93,78.52,958,"1,220",2002
3,T3,Heath Slocum,96,77.64,993,"1,279",2002
4,T3,Jim Furyk,88,77.6,904,"1,165",2002
5,5,Fulton Allem,64,77.47,681,879,2002
6,6,Glen Day,107,77.36,"1,107","1,431",2002
7,7,Olin Browne,107,77.06,"1,115","1,447",2002
8,8,Glen Hnatiuk,95,76.93,994,"1,292",2002
9,9,Nick Price,69,76.38,663,868,2002
10,10,Joe Durant,87,75.59,867,"1,147",2002
11,11,Bart Bryant,69,75.44,691,916,2002
12,12,Corey Pavin,78,75.35,755,"1,002",2002
13,13,Jeff Maggert,83,75.11,830,"1,105",2002
14,14,Tom Byrum,77,75.07,804,"1,071",2002
15,15,Kirk Triplett,84,74.89,823,"1,099",2002
16,16,John Cook,85,74.87,840,"1,122",2002
17,17,Pat Bates,94,74.78,949,"1,269",2002
18,19,Hidemichi Tanaka,104,74.56,"1,058","1,419",2002
19,20,Paul Goydos,66,74.48,683,917,2002
20,18,Rocco Mediate,79,74.37,737,991,2002
21,21,Tim Clark,76,74.35,739,994,2002
22,22,Notah Begay III,76,74.3,769,"1,035",2002
23,23,Matt Peterson,80,74.28,826,"1,112",2002
24,24,Justin Leonard,97,73.69,930,"1,262",2002
25,25,Billy Mayfair,99,73.46,944,"1,285",2002
26,26,Donnie Hammond,60,73.25,608,830,2002
27,29,Loren Roberts,93,73.03,907,"1,242",2002
28,27,Matt Kuchar,82,72.83,812,"1,115",2002
T29,31,John Rollins,124,72.78,"1,219","1,675",2002
T29,28,Lee Porter,91,72.78,893,"1,227",2002
31,30,Blaine McCallister,75,72.74,758,"1,042",2002
32,32,Pete Jordan,78,72.44,786,"1,085",2002
33,33,Joel Edwards,101,72.26,"1,021","1,413",2002
34,34,Paul Claxton,83,72.25,833,"1,153",2002
35,35,Chad Campbell,111,72.18,"1,095","1,517",2002
36,36,Robert Damron,85,72,823,"1,143",2002
37,37,Luke Donald,106,71.96,"1,024","1,423",2002
38,38,Hal Sutton,74,71.77,712,992,2002
39,39,Peter Jacobsen,67,71.69,666,929,2002
40,40,Briny Baird,110,71.68,"1,081","1,508",2002
41,41,John Riegger,88,71.53,839,"1,173",2002
42,42,Jim Carter,98,71.52,939,"1,313",2002
43,43,David Gossett,95,71.23,926,"1,300",2002
44,44,Esteban Toledo,106,71.22,975,"1,369",2002
45,T45,Per-Ulrik Johansson,87,71.2,863,"1,212",2002
46,48,Bradley Hughes,60,71.07,592,833,2002
47,49,Frank Nobilo,94,71.05,930,"1,309",2002
48,47,Jerry Kelly,99,71.01,931,"1,311",2002
49,T45,Robert Allenby,96,70.98,927,"1,306",2002
50,50,José Coceres,51,70.85,486,686,2002
51,51,Mark Brooks,97,70.83,918,"1,296",2002
52,52,Robert Gamez,69,70.8,679,959,2002
53,53,Bob Burns,99,70.73,945,"1,336",2002
54,54,David Toms,106,70.65,970,"1,373",2002
55,55,Skip Kendall,103,70.6,992,"1,405",2002
56,61,Chris Riley,104,70.51,947,"1,343",2002
57,56,Bob Estes,93,70.5,822,"1,166",2002
58,57,Craig Stadler,72,70.16,663,945,2002
59,58,Jay Williamson,91,70.13,890,"1,269",2002
60,59,Brian Gay,117,70.07,"1,124","1,604",2002
61,60,David Morland IV,58,70.01,565,807,2002
62,62,Garrett Willis,80,69.84,762,"1,091",2002
63,63,Scott Hoch,71,69.81,645,924,2002
64,65,Brad Lardon,59,69.5,572,823,2002
65,66,Dan Forsman,83,69.42,781,"1,125",2002
66,71,Charles Howell III,118,69.31,"1,082","1,561",2002
67,67,Jay Don Blake,107,69.24,"1,013","1,463",2002
68,68,Craig Parry,69,69.19,649,938,2002
69,69,Jeff Brehaut,87,69.17,839,"1,213",2002
70,70,John Huston,99,69.06,924,"1,338",2002
T71,T72,Lee Janzen,101,69.03,885,"1,282",2002
T71,T72,Tim Petrovic,92,69.03,836,"1,211",2002
73,77,J.J. Henry,112,68.86,"1,037","1,506",2002
74,78,Chris Smith,103,68.76,920,"1,338",2002
75,64,Len Mattiace,106,68.75,981,"1,427",2002
T76,T79,Duffy Waldorf,90,68.74,794,"1,155",2002
T76,T79,Cameron Beckman,87,68.74,818,"1,190",2002
78,81,Miguel Angel Jiménez,60,68.71,538,783,2002
79,82,David Peoples,105,68.67,"1,004","1,462",2002
80,74,Retief Goosen,56,68.61,483,704,2002
81,86,Jeff Sluman,118,68.56,"1,121","1,635",2002
82,84,Chris DiMarco,111,68.46,979,"1,430",2002
83,83,Steve Jones,71,68.43,609,890,2002
84,87,Steve Lowery,98,68.33,876,"1,282",2002
85,76,Sergio Garcia,79,68.31,653,956,2002
86,85,Kent Jones,105,68.29,980,"1,435",2002
87,92,Kenny Perry,98,68.22,906,"1,328",2002
88,88,Mike Sposa,111,68.18,"1,037","1,521",2002
89,90,Tom Lehman,78,68.14,648,951,2002
90,91,Kaname Yokoo,74,68.1,683,"1,003",2002
91,93,Pat Perez,89,68.07,825,"1,212",2002
T92,T94,Peter Lonard,93,67.98,847,"1,246",2002
T92,T94,Frank Lickliter II,94,67.98,830,"1,221",2002
94,96,Stephen Ames,89,67.93,788,"1,160",2002
95,97,Jonathan Kaye,83,67.9,751,"1,106",2002
96,98,John Senden,96,67.84,850,"1,253",2002
T97,99,Carl Paulson,84,67.83,776,"1,144",2002
T97,89,Vijay Singh,102,67.83,892,"1,315",2002
99,100,Kenneth Staton,104,67.82,963,"1,420",2002
100,101,Brad Faxon,93,67.81,790,"1,165",2002
101,102,Scott Dunlap,74,67.79,682,"1,006",2002
102,103,Steve Flesch,110,67.76,992,"1,464",2002
103,104,Brandel Chamblee,85,67.75,790,"1,166",2002
104,105,Brian Bateman,94,67.64,857,"1,267",2002
105,106,Jonathan Byrd,96,67.62,879,"1,300",2002
106,107,"David Berganio, Jr.",80,67.61,741,"1,096",2002
107,75,Tiger Woods,69,67.52,607,899,2002
108,108,Boo Weekley,57,67.51,534,791,2002
109,109,Bernhard Langer,55,67.43,472,700,2002
110,110,Brandt Jobe,94,67.4,883,"1,310",2002
111,111,David Frost,90,67.36,846,"1,256",2002
112,112,Shaun Micheel,100,67.33,911,"1,353",2002
113,113,Bob Tway,103,67.29,893,"1,327",2002
114,114,Joey Sindelar,104,67.18,952,"1,417",2002
115,115,J.L. Lewis,98,67.15,918,"1,367",2002
116,116,Greg Kraft,86,67.1,783,"1,167",2002
117,T117,Steve Pate,64,67.03,557,831,2002
118,119,Brent Geiberger,95,66.93,856,"1,279",2002
119,120,Michael Clark II,97,66.92,884,"1,321",2002
120,121,Rod Pampling,98,66.84,875,"1,309",2002
121,122,Tommy Armour III,82,66.67,750,"1,125",2002
122,123,Tom Pernice Jr.,101,66.57,922,"1,385",2002
123,124,Mark Calcavecchia,84,66.54,698,"1,049",2002
124,125,Jeff Gove,89,66.51,824,"1,239",2002
125,126,Russ Cochran,68,66.42,619,932,2002
126,127,Kevin Sutherland,96,66.4,816,"1,229",2002
T127,T128,J.P. Hayes,78,66.35,702,"1,058",2002
T127,T128,Franklin Langham,72,66.35,637,960,2002
129,T117,Phil Mickelson,97,66.27,833,"1,257",2002
130,130,Mike Weir,94,66.18,816,"1,233",2002
131,131,Brian Henninger,66,66.16,606,916,2002
132,T137,Davis Love III,92,66.09,770,"1,165",2002
133,132,Spike McRoy,69,66.02,616,933,2002
134,133,Mark O'Meara,68,66.01,571,865,2002
135,134,Dudley Hart,88,66,757,"1,147",2002
136,135,Bob May,91,65.97,818,"1,240",2002
137,136,Jay Haas,83,65.91,725,"1,100",2002
138,T137,Ben Crane,91,65.83,815,"1,238",2002
T139,T139,Matt Gogel,79,65.82,699,"1,062",2002
T139,T139,Tripp Isenhour,68,65.82,622,945,2002
141,142,Edward Fryatt,94,65.58,842,"1,284",2002
142,143,Jerry Smith,91,65.57,794,"1,211",2002
143,144,Carlos Franco,107,65.55,959,"1,463",2002
144,145,Robin Freeman,79,65.42,681,"1,041",2002
145,141,Scott McCarron,106,65.38,861,"1,317",2002
146,T149,K.J. Choi,93,65.21,791,"1,213",2002
147,146,Scott Simpson,61,65.1,554,851,2002
148,153,Shigeki Maruyama,87,65.06,756,"1,162",2002
149,148,Rich Beem,99,64.91,860,"1,325",2002
150,147,Brad Elder,76,64.88,665,"1,025",2002
151,T149,Ian Leggatt,97,64.82,842,"1,299",2002
152,151,Craig Barlow,62,64.73,523,808,2002
153,152,Gary Nicklaus,66,64.71,594,918,2002
154,154,Paul Stankowski,100,64.64,883,"1,366",2002
T155,T156,Woody Austin,102,64.46,887,"1,376",2002
T155,T156,Dicky Pride,51,64.46,457,709,2002
T157,T158,Brian Watts,58,64.45,484,751,2002
T157,T158,Bo Van Pelt,78,64.45,698,"1,083",2002
159,160,Harrison Frazar,88,64.28,790,"1,229",2002
160,161,Paul Gow,99,64.25,859,"1,337",2002
161,162,Richard Zokol,53,64.17,455,709,2002
162,163,Stephen Gangluff,75,64.05,668,"1,043",2002
163,155,Ernie Els,68,64.04,520,812,2002
164,164,Neal Lancaster,101,64.03,865,"1,351",2002
165,165,Grant Waite,98,63.94,853,"1,334",2002
166,166,Stewart Cink,92,63.88,748,"1,171",2002
T167,T167,Stuart Appleby,97,63.83,803,"1,258",2002
T167,T167,Brett Wetterich,89,63.83,773,"1,211",2002
169,169,Steve Elkington,82,63.45,665,"1,048",2002
170,170,Billy Andrade,100,63.39,831,"1,311",2002
171,171,Joe Ogilvie,50,62.91,436,693,2002
172,172,Jess Daley,76,62.8,665,"1,059",2002
173,173,Jason Hill,59,62.68,514,820,2002
174,174,Tom Scherrer,98,62.52,829,"1,326",2002
175,175,Mathew Goggin,64,62.34,553,887,2002
176,176,David Duval,78,62.15,619,996,2002
T177,T177,Craig Perks,91,62.02,720,"1,161",2002
T177,T177,Geoff Ogilvy,90,62.02,743,"1,198",2002
179,179,Paul Azinger,69,61.98,546,881,2002
180,180,Andrew Magee,91,61.93,758,"1,224",2002
181,181,Bryce Molder,65,61.87,542,876,2002
182,182,Jesper Parnevik,85,61.85,694,"1,122",2002
183,183,Michael Muehr,73,61.84,611,988,2002
184,184,Steve Allan,93,61.82,787,"1,273",2002
185,185,Phil Tataurangi,88,61.66,722,"1,171",2002
186,186,Rory Sabbatini,69,61.28,546,891,2002
187,187,Michael Long,71,61.07,604,989,2002
188,188,Fred Couples,64,60.93,510,837,2002
189,189,Steve Stricker,68,59.83,493,824,2002
190,190,Eduardo Herrera,59,59.76,490,820,2002
191,192,Greg Chalmers,94,59.67,756,"1,267",2002
T192,T193,Dennis Paulson,89,59.06,717,"1,214",2002
T192,T193,Tommy Tolles,64,59.06,525,889,2002
194,195,Brett Quigley,93,58.41,747,"1,279",2002
195,196,John Daly,62,58.32,480,823,2002
196,197,Tim Herron,102,58.23,803,"1,379",2002
197,198,Deane Pappas,90,57.97,702,"1,211",2002
198,191,José María Olazábal,71,57.79,501,867,2002
199,199,Michael Allen,76,57.07,589,"1,032",2002
200,200,Brenden Pappas,62,55.4,477,861,2002
201,201,Mike Hulbert,55,53.93,398,738,2002
202,202,Bob Heintz,68,50.37,477,947,2002
1,1,Joe Durant,80,81.1,884,"1,090",2001
2,2,Glen Hnatiuk,104,77.82,"1,098","1,411",2001
3,3,Fred Funk,118,77.2,"1,263","1,636",2001
4,5,John Cook,91,76.59,942,"1,230",2001
5,4,Billy Mayfair,102,76.53,"1,027","1,342",2001
6,T6,Olin Browne,99,75.84,"1,017","1,341",2001
7,8,Jim Furyk,88,75.7,913,"1,206",2001
8,9,Tom Byrum,85,75.61,896,"1,185",2001
9,10,José Coceres,60,75.58,582,770,2001
10,11,Brian Gay,114,75.55,"1,162","1,538",2001
11,T6,Hal Sutton,96,75.43,"1,004","1,331",2001
12,T12,Kirk Triplett,88,75.32,876,"1,163",2001
13,T12,Scott Verplank,99,75.23,981,"1,304",2001
14,16,Jeff Hart,87,74.51,883,"1,185",2001
15,17,Mark Brooks,88,74.27,892,"1,201",2001
16,18,Blaine McCallister,80,74.24,827,"1,114",2001
17,19,Craig Parry,68,74.15,654,882,2001
18,20,Pete Jordan,105,74.03,"1,063","1,436",2001
19,14,Scott Hoch,84,73.93,845,"1,143",2001
20,21,Brent Schwarzrock,63,73.83,649,879,2001
21,22,Joel Edwards,99,73.71,"1,018","1,381",2001
22,23,Skip Kendall,111,73.49,"1,106","1,505",2001
23,24,Carl Paulson,93,73.47,936,"1,274",2001
24,25,Jim Carter,103,73.13,"1,037","1,418",2001
25,15,Sergio Garcia,64,73.05,572,783,2001
26,26,Corey Pavin,72,72.97,691,947,2001
27,27,Robert Damron,91,72.95,925,"1,268",2001
28,28,Jean Van de Velde,52,72.88,438,601,2001
29,29,Glen Day,89,72.63,849,"1,169",2001
30,30,Esteban Toledo,116,72.52,"1,153","1,590",2001
31,31,Fulton Allem,56,72.38,566,782,2001
32,32,Paul Goydos,86,72.31,846,"1,170",2001
33,33,Bradley Hughes,96,72.23,947,"1,311",2001
T34,T34,Frank Nobilo,91,72.14,896,"1,242",2001
T34,T34,Richie Coughlan,66,72.14,663,919,2001
36,36,John Riegger,86,72.08,844,"1,171",2001
37,37,Jay Don Blake,100,72.03,963,"1,337",2001
38,38,Lee Porter,93,71.95,903,"1,255",2001
39,39,Larry Mize,76,71.87,741,"1,031",2001
40,40,Nick Price,74,71.84,704,980,2001
41,42,Jeff Maggert,84,71.53,819,"1,145",2001
42,41,David Toms,100,71.37,930,"1,303",2001
43,44,Donnie Hammond,51,71.29,504,707,2001
44,45,Chris Riley,104,71.22,995,"1,397",2001
45,47,Scott Dunlap,80,71.04,785,"1,105",2001
46,48,Jay Haas,75,71.03,711,"1,001",2001
T47,T49,Dan Forsman,81,71.02,772,"1,087",2001
T47,T49,Loren Roberts,84,71.02,794,"1,118",2001
49,51,Robert Gamez,59,71.01,583,821,2001
50,52,Russ Cochran,76,70.98,724,"1,020",2001
51,53,Rocco Mediate,69,70.96,677,954,2001
52,54,Dicky Pride,78,70.93,771,"1,087",2001
T53,55,"David Berganio, Jr.",76,70.91,724,"1,021",2001
T53,59,Steve Lowery,100,70.91,953,"1,344",2001
55,56,David Peoples,96,70.88,920,"1,298",2001
56,57,Charles Howell III,89,70.83,840,"1,186",2001
57,58,Brent Geiberger,84,70.82,779,"1,100",2001
58,60,J.J. Henry,86,70.71,828,"1,171",2001
59,61,Kent Jones,74,70.54,728,"1,032",2001
60,43,Justin Leonard,106,70.49,958,"1,359",2001
61,46,Frank Lickliter II,102,70.48,962,"1,365",2001
62,63,Briny Baird,106,70.47,"1,012","1,436",2001
63,64,Bob Tway,109,70.3,"1,039","1,478",2001
64,65,Stephen Ames,88,70.19,824,"1,174",2001
65,66,Brandel Chamblee,77,70.13,716,"1,021",2001
66,67,Per-Ulrik Johansson,82,70.06,784,"1,119",2001
67,68,Mark Hensby,71,70.03,694,991,2001
68,69,Bob Burns,92,70.02,869,"1,241",2001
69,62,Robert Allenby,108,70,"1,001","1,430",2001
70,70,Jonathan Kaye,116,69.96,"1,092","1,561",2001
71,72,J.P. Hayes,76,69.79,700,"1,003",2001
72,73,Jeff Brehaut,80,69.77,750,"1,075",2001
73,74,Ben Bates,53,69.69,515,739,2001
74,75,Mike Sposa,96,69.64,906,"1,301",2001
75,76,Rich Beem,91,69.6,863,"1,240",2001
76,77,Chris Perry,80,69.59,746,"1,072",2001
77,78,Steve Elkington,64,69.45,573,825,2001
78,79,Phil Mickelson,85,69.38,750,"1,081",2001
79,80,Bill Glasson,69,69.34,631,910,2001
80,81,Kaname Yokoo,81,69.29,785,"1,133",2001
81,82,Tommy Armour III,93,69.16,877,"1,268",2001
82,83,Greg Chalmers,92,69.13,860,"1,244",2001
83,84,Jay Williamson,92,69.11,868,"1,256",2001
84,86,Tripp Isenhour,92,68.98,856,"1,241",2001
T85,T87,Neal Lancaster,107,68.97,"1,009","1,463",2001
T85,T87,Garrett Willis,88,68.97,827,"1,199",2001
87,89,Jerry Kelly,104,68.96,951,"1,379",2001
T88,T90,Ian Leggatt,84,68.86,807,"1,172",2001
T88,T90,Andrew McLardy,75,68.86,721,"1,047",2001
90,92,Brandt Jobe,96,68.85,902,"1,310",2001
91,93,Brian Henninger,81,68.81,759,"1,103",2001
92,71,Scott McCarron,98,68.77,903,"1,313",2001
93,99,Bernhard Langer,62,68.76,548,797,2001
94,94,Woody Austin,99,68.73,910,"1,324",2001
95,95,Duffy Waldorf,77,68.72,657,956,2001
96,96,Paul Azinger,79,68.65,760,"1,107",2001
97,102,Tom Lehman,82,68.64,742,"1,081",2001
98,97,Scott Simpson,73,68.6,697,"1,016",2001
99,98,Matt Gogel,83,68.59,738,"1,076",2001
100,85,Kenny Perry,94,68.55,850,"1,240",2001
101,100,Spike McRoy,95,68.51,868,"1,267",2001
102,101,Len Mattiace,98,68.5,920,"1,343",2001
103,103,Chris Smith,101,68.42,934,"1,365",2001
104,104,Lee Janzen,96,68.35,879,"1,286",2001
105,105,Jerry Smith,95,68.2,903,"1,324",2001
106,106,Steve Flesch,112,68.19,"1,001","1,468",2001
107,107,Mark Wiebe,62,68.18,570,836,2001
108,108,John Huston,64,68.1,555,815,2001
109,109,Grant Waite,78,68.08,723,"1,062",2001
110,110,Michael Clark II,87,68.07,810,"1,190",2001
111,111,Brad Elder,111,67.94,"1,032","1,519",2001
112,112,Gabriel Hjertstedt,76,67.8,720,"1,062",2001
113,113,Greg Kraft,105,67.7,964,"1,424",2001
114,114,Brian Watts,56,67.69,528,780,2001
115,115,Stuart Appleby,105,67.66,889,"1,314",2001
116,116,Jesper Parnevik,91,67.65,826,"1,221",2001
117,117,Bob May,86,67.64,738,"1,091",2001
118,118,Steve Jones,75,67.56,652,965,2001
119,119,Ted Tryba,110,67.52,998,"1,478",2001
120,120,Geoff Ogilvy,60,67.45,547,811,2001
121,124,David Morland IV,88,67.14,805,"1,199",2001
122,125,Brian Wilson,88,67.06,804,"1,199",2001
123,126,Paul Gow,79,67.05,702,"1,047",2001
124,121,Bob Estes,91,67.04,787,"1,174",2001
125,127,José María Olazábal,51,66.94,401,599,2001
126,128,Cameron Beckman,103,66.86,922,"1,379",2001
127,129,Edward Fryatt,93,66.83,832,"1,245",2001
128,123,Vijay Singh,98,66.72,824,"1,235",2001
129,130,Billy Andrade,82,66.7,701,"1,051",2001
130,131,Craig Barlow,74,66.6,668,"1,003",2001
