RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,PCT GREENS IN REGULATION,GREENS HIT,# HOLES,RELATIVE/PAR,YEAR
83,58,Jeff Maggert,91,66.67,"1,044","1,566",-0.28,1996
84,80,Tommy Tolles,95,66.54,"1,090","1,638",-0.28,1996
85,86,Craig Parry,81,66.53,946,"1,422",-0.25,1996
86,87,Stuart Appleby,95,66.49,"1,137","1,710",-0.24,1996
87,88,Tray Tyner,51,66.45,610,918,-0.18,1996
T88,T89,Mark McCumber,51,66.43,562,846,-0.24,1996
T88,T89,John Morse,94,66.43,"1,124","1,692",-0.25,1996
90,91,Joe Ozaki,68,66.42,813,"1,224",-0.25,1996
91,92,Bart Bryant,77,66.38,920,"1,386",-0.21,1996
92,93,Marco Dawson,87,66.35,"1,039","1,566",-0.28,1996
93,94,Steve Lowery,100,66.28,"1,193","1,800",-0.26,1996
94,95,John Maginnes,81,66.26,966,"1,458",-0.24,1996
95,T81,Corey Pavin,81,66.23,918,"1,386",-0.26,1996
96,99,Jerry Kelly,91,66.12,"1,083","1,638",-0.21,1996
97,100,Mike Standly,81,66.11,958,"1,449",-0.22,1996
98,101,Joe Daley,77,66.02,915,"1,386",-0.21,1996
99,102,Rick Fehr,74,65.99,879,"1,332",-0.28,1996
100,T97,Justin Leonard,101,65.88,"1,174","1,782",-0.27,1996
101,103,"Joe Acosta, Jr.",71,65.81,841,"1,278",-0.21,1996
102,104,David Toms,89,65.79,"1,054","1,602",-0.25,1996
103,105,Lee Rinker,100,65.78,"1,184","1,800",-0.23,1996
104,106,Jim McGovern,87,65.77,"1,030","1,566",-0.22,1996
105,107,Guy Boros,93,65.71,"1,100","1,674",-0.26,1996
106,108,Tim Herron,100,65.7,"1,159","1,764",-0.26,1996
107,109,Brian Henninger,84,65.61,992,"1,512",-0.23,1996
108,110,John Mahaffey,65,65.56,767,"1,170",-0.18,1996
109,112,Robert Gamez,75,65.48,884,"1,350",-0.28,1996
110,113,Paul Goydos,84,65.41,989,"1,512",-0.25,1996
111,114,Brandel Chamblee,70,65.4,824,"1,260",-0.23,1996
112,96,Mark Brooks,101,65.35,"1,141","1,746",-0.27,1996
113,T97,Duffy Waldorf,67,65.34,788,"1,206",-0.27,1996
114,115,Hisayuki Sasaki,64,65.28,752,"1,152",-0.24,1996
T115,T116,Ted Tryba,103,65.26,"1,210","1,854",-0.23,1996
T115,T116,Billy Andrade,87,65.26,"1,022","1,566",-0.26,1996
117,118,Jay Delsing,86,65.25,"1,010","1,548",-0.23,1996
118,111,Steve Stricker,82,65.24,916,"1,404",-0.31,1996
119,119,Mike Hulbert,94,65.13,"1,102","1,692",-0.27,1996
120,120,Lee Janzen,92,65.12,"1,055","1,620",-0.29,1996
121,121,Carl Paulson,87,65.07,"1,019","1,566",-0.24,1996
122,122,Brian Claar,104,65.01,"1,217","1,872",-0.23,1996
123,123,Scott Medlin,53,64.99,620,954,-0.15,1996
T124,T124,"Dave Stockton, Jr.",92,64.98,"1,076","1,656",-0.26,1996
T124,T124,Glen Day,89,64.98,"1,041","1,602",-0.28,1996
126,126,Len Mattiace,85,64.9,993,"1,530",-0.26,1996
T127,T127,Chris Smith,80,64.86,934,"1,440",-0.18,1996
T127,T127,Billy Ray Brown,77,64.86,899,"1,386",-0.21,1996
129,129,Allen Doyle,88,64.71,"1,025","1,584",-0.21,1996
130,130,Tommy Armour III,54,64.69,623,963,-0.22,1996
131,132,Mike Springer,85,64.44,986,"1,530",-0.24,1996
132,134,Paul Stankowski,71,64.4,823,"1,278",-0.25,1996
133,135,Emlyn Aubrey,58,64.37,672,"1,044",-0.28,1996
134,131,Brad Faxon,82,64.32,903,"1,404",-0.32,1996
135,137,Robert Wrenn,72,64.27,833,"1,296",-0.23,1996
136,138,Chip Beck,92,64.25,"1,064","1,656",-0.26,1996
137,139,Frank Lickliter II,84,64.22,971,"1,512",-0.24,1996
138,140,Don Pooley,63,64.2,728,"1,134",-0.23,1996
139,141,Tom Scherrer,89,64.17,"1,028","1,602",-0.21,1996
140,142,Charlie Rymer,90,64.07,"1,038","1,620",-0.24,1996
141,136,Steve Jones,83,63.99,933,"1,458",-0.3,1996
142,143,Hugh Royer III,91,63.98,"1,048","1,638",-0.27,1996
143,144,Ken Green,81,63.85,922,"1,444",-0.21,1996
144,145,Robin Freeman,102,63.78,"1,171","1,836",-0.22,1996
T145,T146,Nolan Henke,80,63.7,916,"1,438",-0.28,1996
T145,T146,Andy Bean,75,63.7,860,"1,350",-0.23,1996
147,148,Jeff Gallagher,84,63.69,963,"1,512",-0.24,1996
148,149,Mark Wiebe,74,63.66,848,"1,332",-0.26,1996
T149,T150,Greg Kraft,81,63.65,928,"1,458",-0.27,1996
T149,T150,Dicky Pride,81,63.65,928,"1,458",-0.23,1996
151,152,Brian Tennyson,75,63.63,859,"1,350",-0.29,1996
152,133,Jim Furyk,100,63.6,"1,099","1,728",-0.27,1996
153,,Greg Norman,51,63.59,538,846,-0.28,1996
154,153,Neal Lancaster,102,63.56,"1,167","1,836",-0.26,1996
155,154,Andrew Magee,76,63.52,869,"1,368",-0.26,1996
156,155,Omar Uresti,94,63.42,"1,073","1,692",-0.24,1996
157,156,Scott McCarron,86,63.31,980,"1,548",-0.29,1996
158,157,Jim Thorpe,55,63.23,626,990,-0.15,1996
159,158,Steve Jurgensen,87,63.03,987,"1,566",-0.24,1996
160,159,Jay Williamson,77,62.99,873,"1,386",-0.24,1996
T161,T160,David Frost,71,62.94,759,"1,206",-0.28,1996
T161,T160,Taylor Smith,76,62.94,861,"1,368",-0.23,1996
163,162,Mike Brisky,83,62.92,940,"1,494",-0.24,1996
164,163,Gene Sauers,78,62.82,882,"1,404",-0.25,1996
165,164,Phil Blackmar,94,62.77,"1,062","1,692",-0.28,1996
166,165,Bob Gilder,85,62.75,960,"1,530",-0.23,1996
T167,T166,Ben Crenshaw,59,62.73,621,990,-0.24,1996
T167,T166,Sean Murphy,81,62.73,892,"1,422",-0.23,1996
169,168,John Wilson,81,62.41,910,"1,458",-0.28,1996
170,169,Keith Clearwater,78,62.39,876,"1,404",-0.24,1996
171,170,Franklin Langham,92,62.2,"1,030","1,656",-0.24,1996
172,171,Joey Gullion,87,62.13,973,"1,566",-0.25,1996
173,172,John Elliott,51,61.87,568,918,-0.2,1996
174,173,John Daly,72,61.85,757,"1,224",-0.27,1996
175,174,Mike Swartz,73,61.64,810,"1,314",-0.21,1996
176,175,Brian Kamm,87,61.43,962,"1,566",-0.22,1996
177,176,Bob Lohr,90,61.36,994,"1,620",-0.26,1996
178,177,Bryan Gorman,69,61.35,762,"1,242",-0.24,1996
179,178,D.A. Weibring,53,61.34,541,882,-0.21,1996
180,179,John Inman,79,61.25,871,"1,422",-0.18,1996
181,180,David Peoples,56,60.91,614,"1,008",-0.2,1996
182,181,Shane Bertsch,73,60.5,795,"1,314",-0.21,1996
183,182,Gary Rusnak,78,60.33,847,"1,404",-0.21,1996
184,183,Jeff Julian,69,59.9,744,"1,242",-0.24,1996
185,184,Lucas Parsons,56,59.52,600,"1,008",-0.2,1996
186,185,Bob Estes,64,59.23,661,"1,116",-0.21,1996
187,186,Steve Rintoul,75,59.19,799,"1,350",-0.22,1996
188,187,Ed Fiori,61,58.46,639,"1,093",-0.19,1996
189,188,Ron Whittaker,58,58.33,609,"1,044",-0.2,1996
190,189,Lanny Wadkins,62,58.24,650,"1,116",-0.23,1996
1,1,Lennie Clements,93,72.28,"1,210","1,674",-0.24,1995
2,2,Bart Bryant,82,71.41,"1,054","1,476",-0.21,1995
3,T4,Craig Stadler,69,71.31,860,"1,206",-0.25,1995
4,6,Grant Waite,84,71.3,"1,078","1,512",-0.23,1995
5,8,Dave Barr,79,70.89,"1,008","1,422",-0.2,1995
6,10,Scott Gump,93,70.67,"1,183","1,674",-0.21,1995
7,7,Scott Simpson,88,70.61,"1,086","1,538",-0.26,1995
8,3,Mark O'Meara,96,70.47,"1,167","1,656",-0.27,1995
9,T4,Tom Lehman,65,70.43,824,"1,170",-0.2,1995
10,12,Tom Purtzer,58,70.41,728,"1,034",-0.23,1995
11,13,Joey Sindelar,71,70.34,899,"1,278",-0.23,1995
12,9,Peter Jacobsen,93,70.22,"1,125","1,602",-0.25,1995
13,14,Hal Sutton,94,70.04,"1,185","1,692",-0.27,1995
14,15,Emlyn Aubrey,86,69.83,"1,081","1,548",-0.2,1995
15,17,John Mahaffey,81,69.68,"1,016","1,458",-0.21,1995
16,11,Kirk Triplett,100,69.67,"1,254","1,800",-0.28,1995
17,18,Tom Kite,87,69.61,"1,040","1,494",-0.24,1995
18,19,Steve Jones,80,69.58,"1,002","1,440",-0.26,1995
19,20,Gil Morgan,71,69.48,888,"1,278",-0.25,1995
20,21,Tom Watson,56,69.44,650,936,-0.21,1995
21,T22,Patrick Burke,75,69.35,880,"1,269",-0.26,1995
22,24,Fuzzy Zoeller,55,69.23,675,975,-0.25,1995
T23,T25,John Adams,81,69.2,"1,009","1,458",-0.28,1995
T23,T25,Larry Mize,70,69.2,847,"1,224",-0.25,1995
25,27,Mark Brooks,93,69.1,"1,107","1,602",-0.27,1995
26,28,John Cook,84,68.97,987,"1,431",-0.21,1995
T27,T22,Steve Elkington,72,68.95,837,"1,214",-0.25,1995
T27,29,Duffy Waldorf,90,68.95,"1,117","1,620",-0.28,1995
29,30,Jesper Parnevik,65,68.94,757,"1,098",-0.28,1995
T30,T31,Jay Don Blake,86,68.93,"1,067","1,548",-0.25,1995
T30,T31,Fred Couples,54,68.93,670,972,-0.28,1995
32,34,Lee Rinker,91,68.86,"1,128","1,638",-0.21,1995
33,35,Mike Hulbert,102,68.63,"1,260","1,836",-0.25,1995
34,36,Russ Cochran,81,68.59,"1,000","1,458",-0.25,1995
35,16,Nick Faldo,72,68.55,839,"1,224",-0.24,1995
36,37,D.A. Weibring,83,68.47,"1,023","1,494",-0.26,1995
37,38,Don Pooley,77,68.42,899,"1,314",-0.26,1995
38,T41,Jim Carter,96,68.29,"1,180","1,728",-0.22,1995
T39,T43,Brett Ogle,64,68.26,727,"1,065",-0.25,1995
T39,T43,Tony Sills,73,68.26,897,"1,314",-0.21,1995
41,45,Dan Forsman,77,68.25,946,"1,386",-0.24,1995
42,47,Ronnie Black,90,68.21,"1,105","1,620",-0.25,1995
43,48,Andrew Magee,86,68.15,"1,055","1,548",-0.26,1995
44,T49,Dillard Pruitt,77,68.11,944,"1,386",-0.23,1995
45,T51,Scott Verplank,85,68.04,"1,041","1,530",-0.27,1995
46,54,Jeff Sluman,101,67.99,"1,236","1,818",-0.26,1995
T47,55,Bruce Lietzke,53,67.92,648,954,-0.22,1995
T47,T41,Brad Bryant,95,67.92,"1,137","1,674",-0.27,1995
49,56,David Edwards,74,67.87,904,"1,332",-0.24,1995
50,57,David Peoples,51,67.86,623,918,-0.22,1995
51,60,Steve Stricker,83,67.74,"1,012","1,494",-0.29,1995
52,53,Fred Funk,112,67.66,"1,364","2,016",-0.24,1995
53,62,Curt Byrum,106,67.61,"1,290","1,908",-0.25,1995
54,63,Ray Stewart,66,67.59,803,"1,188",-0.2,1995
55,64,Keith Fergus,82,67.55,997,"1,476",-0.25,1995
56,46,Bob Tway,94,67.51,"1,118","1,656",-0.28,1995
57,65,Bobby Wadkins,96,67.48,"1,166","1,728",-0.2,1995
58,66,Joe Ozaki,62,67.47,753,"1,116",-0.27,1995
59,T67,Mike Heinen,87,67.43,"1,056","1,566",-0.27,1995
60,40,David Duval,89,67.39,"1,031","1,530",-0.28,1995
61,39,Loren Roberts,83,67.22,980,"1,458",-0.25,1995
62,58,Kenny Perry,94,67.2,"1,137","1,692",-0.27,1995
T63,T71,Bill Glasson,73,67.15,834,"1,242",-0.28,1995
T63,T71,Steve Lowery,107,67.15,"1,245","1,854",-0.29,1995
65,73,Tommy Armour III,92,67.09,"1,111","1,656",-0.24,1995
66,76,Pete Jordan,59,66.95,711,"1,062",-0.26,1995
67,T51,Mark Calcavecchia,105,66.94,"1,217","1,818",-0.26,1995
68,78,John Morse,71,66.91,831,"1,242",-0.22,1995
T69,59,"Jim Gallagher, Jr.",99,66.9,"1,144","1,710",-0.29,1995
T69,79,Jim McGovern,97,66.9,"1,168","1,746",-0.25,1995
T71,T80,Marco Dawson,82,66.87,987,"1,476",-0.26,1995
T71,T80,"Joe Acosta, Jr.",74,66.87,884,"1,322",-0.26,1995
73,T67,Jay Haas,88,66.8,"1,010","1,512",-0.28,1995
74,74,Justin Leonard,110,66.77,"1,274","1,908",-0.26,1995
T75,T82,"Dave Stockton, Jr.",93,66.73,"1,117","1,674",-0.23,1995
T75,T82,Howard Twitty,87,66.73,"1,039","1,557",-0.24,1995
T75,T82,Harry Taylor,85,66.73,"1,021","1,530",-0.23,1995
T75,T82,Joey Rassett,55,66.73,654,980,-0.16,1995
79,86,Doug Tewell,55,66.67,660,990,-0.22,1995
80,77,Woody Austin,114,66.63,"1,366","2,050",-0.25,1995
81,87,David Ogrin,91,66.61,"1,091","1,638",-0.21,1995
T82,89,Blaine McCallister,90,66.54,"1,078","1,620",-0.24,1995
T82,69,Davis Love III,89,66.54,"1,018","1,530",-0.3,1995
84,90,Curtis Strange,84,66.53,982,"1,476",-0.25,1995
T85,61,Nick Price,66,66.49,742,"1,116",-0.26,1995
T85,T92,Dudley Hart,96,66.49,"1,149","1,728",-0.24,1995
T85,T92,Guy Boros,97,66.49,"1,161","1,746",-0.26,1995
T88,94,Paul Goydos,109,66.46,"1,304","1,962",-0.23,1995
T88,T49,Greg Norman,58,66.46,646,972,-0.29,1995
90,T95,Doug Martin,92,66.43,"1,100","1,656",-0.21,1995
91,97,Joel Edwards,95,66.37,"1,135","1,710",-0.21,1995
92,98,Brandel Chamblee,75,66.36,866,"1,305",-0.25,1995
93,99,Dicky Thompson,70,66.35,836,"1,260",-0.2,1995
94,100,Donnie Hammond,80,66.32,955,"1,440",-0.23,1995
95,T95,Billy Mayfair,99,66.27,"1,181","1,782",-0.24,1995
96,70,Scott Hoch,100,66.26,"1,145","1,728",-0.29,1995
97,102,Craig Parry,76,66.22,882,"1,332",-0.24,1995
98,103,John Wilson,95,66.2,"1,132","1,710",-0.27,1995
99,104,Bruce Fleisher,69,66.18,822,"1,242",-0.21,1995
100,88,Corey Pavin,79,66.15,893,"1,350",-0.26,1995
101,105,Jeff Maggert,81,66.14,916,"1,385",-0.27,1995
102,107,Omar Uresti,96,66.09,"1,142","1,728",-0.2,1995
T103,108,Charlie Rymer,75,66.07,892,"1,350",-0.25,1995
T103,91,Phil Mickelson,78,66.07,880,"1,332",-0.26,1995
105,101,Lee Janzen,96,66.06,"1,094","1,656",-0.26,1995
106,75,Vijay Singh,79,66,891,"1,350",-0.26,1995
107,109,Robin Freeman,97,65.98,"1,152","1,746",-0.25,1995
108,110,Paul Azinger,76,65.92,878,"1,332",-0.28,1995
109,111,Billy Ray Brown,65,65.9,771,"1,170",-0.21,1995
110,112,Gene Sauers,75,65.88,842,"1,278",-0.29,1995
111,113,Kelly Gibson,101,65.79,"1,196","1,818",-0.26,1995
112,114,Billy Andrade,90,65.78,"1,042","1,584",-0.24,1995
113,115,Paul Stankowski,91,65.69,"1,076","1,638",-0.22,1995
114,117,Don Reese,75,65.41,883,"1,350",-0.21,1995
115,118,Tom Hearn,57,65.3,670,"1,026",-0.17,1995
116,119,Mike Reid,62,65.14,727,"1,116",-0.19,1995
T117,T120,Mike Standly,93,65.11,"1,090","1,674",-0.24,1995
T117,T120,Kawika Cotner,82,65.11,961,"1,476",-0.22,1995
119,122,Scott McCarron,77,65.07,894,"1,374",-0.25,1995
120,123,Rocco Mediate,51,65.06,581,893,-0.22,1995
121,124,Skip Kendall,96,65.05,"1,124","1,728",-0.23,1995
122,125,Clark Dennis,92,65.04,"1,077","1,656",-0.23,1995
123,126,Bill Porter,76,64.99,889,"1,368",-0.2,1995
T124,T127,Mark McCumber,66,64.93,748,"1,152",-0.23,1995
T124,T127,Chip Beck,93,64.93,"1,087","1,674",-0.25,1995
126,129,Bob Lohr,95,64.84,"1,062","1,638",-0.25,1995
127,130,Glen Day,91,64.79,"1,058","1,633",-0.24,1995
128,131,Bruce Vaughan,93,64.76,"1,084","1,674",-0.24,1995
129,132,Bob Estes,91,64.75,"1,014","1,566",-0.28,1995
130,133,J.L. Lewis,85,64.71,990,"1,530",-0.23,1995
131,134,Brian Claar,96,64.61,"1,070","1,656",-0.22,1995
132,135,Lanny Wadkins,59,64.5,685,"1,062",-0.24,1995
T133,136,Steve Pate,95,64.48,"1,102","1,709",-0.23,1995
T133,106,Ernie Els,60,64.48,650,"1,008",-0.28,1995
135,137,Rick Fehr,76,64.47,882,"1,368",-0.27,1995
136,138,Ed Humenik,87,64.43,"1,009","1,566",-0.25,1995
137,139,Ken Green,69,64.4,729,"1,132",-0.23,1995
T138,T141,Bill Britton,67,64.34,776,"1,206",-0.22,1995
T138,T141,Jonathan Kaye,65,64.34,747,"1,161",-0.25,1995
140,143,Nolan Henke,81,64.33,938,"1,458",-0.23,1995
141,144,Tommy Tolles,79,64.3,913,"1,420",-0.27,1995
142,145,Wayne Levi,52,64.29,594,924,-0.22,1995
143,146,Tray Tyner,82,64.16,947,"1,476",-0.16,1995
144,147,Michael Bradley,88,64.08,"1,015","1,584",-0.27,1995
145,148,Brian Henninger,79,64.06,911,"1,422",-0.23,1995
146,149,John Huston,81,64,887,"1,386",-0.3,1995
147,150,Mike Smith,72,63.89,828,"1,296",-0.21,1995
148,151,Pat Bates,81,63.79,930,"1,458",-0.22,1995
149,152,Robert Gamez,82,63.75,941,"1,476",-0.26,1995
150,153,Tim Loustalot,55,63.74,631,990,-0.2,1995
151,154,Chris Perry,87,63.73,998,"1,566",-0.27,1995
152,155,Jerry Haas,82,63.69,940,"1,476",-0.24,1995
153,156,Brad Faxon,87,63.57,944,"1,485",-0.29,1995
154,157,Phil Blackmar,76,63.52,869,"1,368",-0.26,1995
155,158,Mike Sullivan,86,63.5,983,"1,548",-0.23,1995
156,159,Mark Carnevale,77,63.43,869,"1,370",-0.18,1995
157,160,Larry Nelson,56,63.39,639,"1,008",-0.21,1995
158,161,Bob Burns,83,63.32,946,"1,494",-0.21,1995
159,140,Ben Crenshaw,80,63.23,865,"1,368",-0.24,1995
160,162,Steve Gotsche,81,63.17,921,"1,458",-0.23,1995
161,163,Jim Furyk,102,63.13,"1,159","1,836",-0.32,1995
162,165,J.P. Hayes,81,63.1,920,"1,458",-0.25,1995
163,166,Brian Kamm,90,63.02,"1,021","1,620",-0.28,1995
164,167,Michael Allen,57,62.96,646,"1,026",-0.23,1995
165,168,Jerry Pate,70,62.94,793,"1,260",-0.23,1995
166,169,Steve Rintoul,96,62.79,"1,085","1,728",-0.23,1995
167,170,Chris DiMarco,88,62.75,994,"1,584",-0.23,1995
168,171,Dennis Paulson,82,62.74,926,"1,476",-0.25,1995
169,172,Ted Tryba,104,62.73,"1,163","1,854",-0.24,1995
170,164,Payne Stewart,97,62.6,"1,048","1,674",-0.3,1995
171,173,Jay Delsing,77,62.45,815,"1,305",-0.23,1995
172,174,Neal Lancaster,90,62.41,"1,011","1,620",-0.27,1995
173,175,Carl Paulson,62,62.37,696,"1,116",-0.26,1995
174,176,Greg Kraft,100,62.33,"1,122","1,800",-0.22,1995
175,177,Jay Williamson,65,62.22,728,"1,170",-0.25,1995
176,178,Bob Gilder,85,62.16,951,"1,530",-0.21,1995
177,179,Mike Brisky,87,61.94,970,"1,566",-0.24,1995
178,180,Mark Wiebe,64,61.81,712,"1,152",-0.22,1995
179,181,Mark Wurtz,84,61.57,931,"1,512",-0.24,1995
180,182,Dicky Pride,83,61.38,917,"1,494",-0.21,1995
181,183,David Frost,72,61.19,749,"1,224",-0.25,1995
182,184,Gary Hallberg,78,60.96,812,"1,332",-0.22,1995
183,185,Fulton Allem,55,60.61,597,985,-0.21,1995
184,186,Jeff Leonard,72,59.95,777,"1,296",-0.23,1995
185,187,John Daly,75,59.31,758,"1,278",-0.27,1995
186,188,Keith Clearwater,69,59.12,729,"1,233",-0.24,1995
187,189,David Feherty,71,57.97,698,"1,204",-0.22,1995
188,190,Mike Springer,67,57.42,669,"1,165",-0.23,1995
1,1,Bill Glasson,75,73.04,986,"1,350",-0.26,1994
2,2,Fuzzy Zoeller,73,72.83,957,"1,314",-0.25,1994
3,3,Hal Sutton,97,72.16,"1,260","1,746",-0.23,1994
4,9,Mark McCumber,76,71.27,975,"1,368",-0.23,1994
5,5,Dan Forsman,68,71.16,871,"1,224",-0.2,1994
T6,6,Bob Estes,95,70.88,"1,212","1,710",-0.26,1994
T6,8,Dave Barr,94,70.88,"1,190","1,679",-0.22,1994
8,7,Tom Lehman,81,70.78,"1,032","1,458",-0.27,1994
9,10,Lennie Clements,84,70.63,"1,068","1,512",-0.26,1994
10,11,Joey Sindelar,65,70.6,826,"1,170",-0.2,1994
11,12,Clark Dennis,98,70.58,"1,245","1,764",-0.24,1994
12,,Fred Couples,51,70.48,647,918,-0.25,1994
13,4,Bruce Lietzke,59,70.43,748,"1,062",-0.28,1994
14,14,Peter Jacobsen,68,70.42,862,"1,224",-0.24,1994
15,15,Donnie Hammond,83,70.35,"1,051","1,494",-0.25,1994
16,16,Gil Morgan,65,70.26,822,"1,170",-0.28,1994
17,18,Brad Bryant,109,70.23,"1,378","1,962",-0.25,1994
18,19,John Cook,80,70.07,"1,009","1,440",-0.23,1994
19,13,Scott Hoch,94,69.98,"1,184","1,692",-0.24,1994
20,17,Tom Kite,78,69.87,981,"1,404",-0.23,1994
21,20,Nick Price,60,69.63,752,"1,080",-0.27,1994
22,22,Craig Stadler,69,69.24,860,"1,242",-0.28,1994
23,23,Tom Purtzer,68,69.2,847,"1,224",-0.21,1994
24,24,Robert Gamez,76,69.19,941,"1,360",-0.26,1994
25,21,John Huston,84,69.18,"1,046","1,512",-0.3,1994
26,25,Jay Don Blake,87,69.16,"1,083","1,566",-0.28,1994
27,26,David Edwards,82,69.11,"1,020","1,476",-0.21,1994
28,28,Loren Roberts,77,68.98,956,"1,386",-0.28,1994
29,27,Greg Norman,63,68.96,782,"1,134",-0.29,1994
30,29,"Jim Gallagher, Jr.",83,68.81,"1,028","1,494",-0.26,1994
31,30,Mike Hulbert,103,68.77,"1,275","1,854",-0.23,1994
32,31,Kirk Triplett,90,68.7,"1,113","1,620",-0.26,1994
33,32,Brian Claar,99,68.69,"1,224","1,782",-0.2,1994
34,33,Jay Haas,102,68.68,"1,261","1,836",-0.27,1994
35,34,Hale Irwin,74,68.47,912,"1,332",-0.27,1994
36,35,Jim Thorpe,76,68.4,935,"1,367",-0.21,1994
37,36,Doug Tewell,84,68.32,"1,033","1,512",-0.22,1994
38,37,Curt Byrum,81,68.31,996,"1,458",-0.24,1994
39,38,Steve Stricker,93,68.22,"1,142","1,674",-0.28,1994
T40,40,Bob Lohr,88,68.12,"1,079","1,584",-0.23,1994
T40,39,Phil Mickelson,65,68.12,797,"1,170",-0.31,1994
42,41,Lee Janzen,88,68.06,"1,078","1,584",-0.24,1994
43,42,Tom Watson,54,68,661,972,-0.23,1994
44,43,John Mahaffey,75,67.78,915,"1,350",-0.17,1994
45,44,Dillard Pruitt,88,67.74,"1,073","1,584",-0.22,1994
46,45,Fred Funk,105,67.62,"1,278","1,890",-0.22,1994
47,46,Steve Pate,93,67.56,"1,131","1,674",-0.24,1994
48,47,Scott Simpson,70,67.46,850,"1,260",-0.23,1994
T49,T48,Dennis Paulson,77,67.4,922,"1,368",-0.26,1994
T49,T48,Wayne Levi,83,67.4,"1,007","1,494",-0.23,1994
51,50,Joey Rassett,71,67.29,860,"1,278",-0.19,1994
52,51,Bobby Wadkins,67,67.25,811,"1,206",-0.26,1994
T53,T56,Jeff Maggert,88,67.23,"1,065","1,584",-0.28,1994
T53,52,Ed Dougherty,98,67.23,"1,186","1,764",-0.2,1994
55,54,Joe Ozaki,61,67.21,738,"1,098",-0.24,1994
56,55,Guy Boros,93,67.2,"1,125","1,674",-0.27,1994
57,T56,Bob Burns,69,67.13,823,"1,226",-0.24,1994
58,58,Tim Simpson,91,67.03,"1,098","1,638",-0.2,1994
59,53,Mark Calcavecchia,84,67,"1,013","1,512",-0.28,1994
60,59,Curtis Strange,83,66.93,"1,000","1,494",-0.24,1994
61,60,David Peoples,88,66.92,"1,060","1,584",-0.22,1994
T62,T61,Blaine McCallister,95,66.9,"1,144","1,710",-0.27,1994
T62,T61,Jim McGovern,95,66.9,"1,144","1,710",-0.2,1994
64,63,Mike Sullivan,71,66.82,854,"1,278",-0.22,1994
65,64,Craig Parry,62,66.76,745,"1,116",-0.25,1994
T66,T65,Duffy Waldorf,80,66.74,961,"1,440",-0.26,1994
T66,T65,Mike Heinen,79,66.74,949,"1,422",-0.25,1994
T68,T67,Mark Carnevale,86,66.73,"1,033","1,548",-0.18,1994
T68,T67,Andrew Magee,89,66.73,"1,069","1,602",-0.24,1994
T68,T67,Davis Love III,91,66.73,"1,093","1,638",-0.28,1994
71,70,Dudley Hart,81,66.69,957,"1,435",-0.2,1994
T72,T71,"Dave Stockton, Jr.",90,66.67,"1,080","1,620",-0.23,1994
T72,T71,John Morse,76,66.67,912,"1,368",-0.21,1994
T72,T71,Paul Stankowski,77,66.67,912,"1,368",-0.23,1994
T72,T71,Olin Browne,91,66.67,"1,092","1,638",-0.2,1994
T72,T71,Mike Reid,67,66.67,804,"1,206",-0.23,1994
77,76,Chris DiMarco,86,66.6,"1,031","1,548",-0.23,1994
78,77,Sean Murphy,85,66.54,"1,018","1,530",-0.22,1994
79,78,Billy Mayfair,99,66.5,"1,185","1,782",-0.21,1994
80,79,Brett Ogle,58,66.48,694,"1,044",-0.25,1994
81,80,Jay Delsing,88,66.41,"1,040","1,566",-0.26,1994
82,81,Steve Rintoul,80,66.39,956,"1,440",-0.23,1994
T83,T82,Russ Cochran,94,66.17,"1,117","1,688",-0.23,1994
T83,T82,David Ogrin,90,66.17,"1,072","1,620",-0.21,1994
85,84,D.A. Weibring,63,66.14,750,"1,134",-0.23,1994
86,85,Steve Lamontagne,79,66.1,934,"1,413",-0.21,1994
87,T86,Steve Elkington,62,66.04,737,"1,116",-0.25,1994
88,88,Mike Standly,93,65.95,"1,098","1,665",-0.24,1994
89,89,John Wilson,84,65.94,997,"1,512",-0.26,1994
90,90,Steve Brodie,85,65.9,"1,005","1,525",-0.23,1994
91,T91,Larry Mize,75,65.85,889,"1,350",-0.25,1994
92,93,Ted Tryba,108,65.84,"1,280","1,944",-0.24,1994
93,94,Glen Day,94,65.83,"1,102","1,674",-0.27,1994
94,T86,Mike Springer,84,65.74,994,"1,512",-0.27,1994
95,95,Billy Kratzert,69,65.7,816,"1,242",-0.18,1994
96,T91,Kenny Perry,99,65.66,"1,170","1,782",-0.27,1994
97,96,David Feherty,68,65.65,793,"1,208",-0.21,1994
98,97,Esteban Toledo,78,65.6,921,"1,404",-0.18,1994
99,98,Bob Gilder,82,65.57,956,"1,458",-0.23,1994
T100,99,Michael Bradley,89,65.54,"1,050","1,602",-0.26,1994
T100,T101,Steve Lowery,94,65.54,"1,109","1,692",-0.27,1994
102,100,Rick Fehr,77,65.44,907,"1,386",-0.27,1994
103,T101,Brian Kamm,94,65.43,"1,107","1,692",-0.23,1994
104,103,Keith Clearwater,89,65.42,"1,048","1,602",-0.26,1994
T105,T104,John Adams,82,65.38,965,"1,476",-0.21,1994
T105,T104,Jim Furyk,95,65.38,"1,118","1,710",-0.25,1994
T105,T104,Jesper Parnevik,56,65.38,659,"1,008",-0.25,1994
108,107,Dave Rummells,100,65.33,"1,176","1,800",-0.22,1994
109,108,Bob Tway,80,65.28,940,"1,440",-0.25,1994
110,109,Yoshinori Mizumaki,61,65.21,716,"1,098",-0.24,1994
